,Categories,year,Title,link
3470,Chemistry/Chemical engineering,2024,Microfluidic chips and microfluidic devices,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162217A
3471,Instruments/Analysis of biological materials,2024,Microfluidic chips and microfluidic devices,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162217A
3472,Chemistry/Chemical engineering,2022,Pipettes and pipetting equipment,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162224A
3473,Chemistry/Chemical engineering,2024,"Pipettes, sampling devices and immunoanalyzers",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162225A
3474,Instruments/Analysis of biological materials,2024,"Pipettes, sampling devices and immunoanalyzers",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162225A
3475,Instruments/Measurement,2024,"Pipettes, sampling devices and immunoanalyzers",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162225A
3476,Chemistry/Chemical engineering,2024,a clamping device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162227A
3477,Instruments/Measurement,2024,a clamping device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162227A
3478,Chemistry/Chemical engineering,2023,A device and method for acid quenching of quartz sand,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162228A
3479,"Chemistry/Materials, metallurgy",2023,A device and method for acid quenching of quartz sand,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162228A
3480,Chemistry/Chemical engineering,2024,A single-cylinder hydraulic cone crusher,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162229A
3481,Chemistry/Environmental technology,2024,A single-cylinder hydraulic cone crusher,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162229A
3482,Chemistry/Chemical engineering,2024,An efficient grinding equipment and process for waste copper slag,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162232A
3483,Chemistry/Chemical engineering,2024,A coconut meal protein extraction device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162236A
3484,Mechanical engineering/Handling,2024,A coconut meal protein extraction device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162236A
3485,Chemistry/Chemical engineering,2024,A construction sand and gravel crushing device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162237A
3486,Chemistry/Chemical engineering,2024,A kind of flour production grinding device and grinding technology,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162247A
3487,Chemistry/Chemical engineering,2024,A kind of traditional Chinese medicine grinding machine,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162248A
3488,Instruments/Medical technology,2024,A kind of traditional Chinese medicine grinding machine,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162248A
3489,Chemistry/Chemical engineering,2024,An integrated crushing and mixing device based on BMC materials,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162251A
3490,Chemistry/Chemical engineering,2024,A wheel-belt energy-saving ball mill,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162260A
3491,Chemistry/Chemical engineering,2024,A screening device for sludge treatment,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162261A
3492,Chemistry/Chemical engineering,2024,A construction waste recycling and processing device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162263A
3493,Mechanical engineering/Mechanical elements,2024,A construction waste recycling and processing device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162263A
3494,Chemistry/Chemical engineering,2024,"Control method, crusher, and system that can automatically cope with crusher cutter shaft jamming",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162266A
3495,Chemistry/Chemical engineering,2024,A water high-voltage pulse discharge material crushing and processing device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162268A
3496,Chemistry/Chemical engineering,2024,A kind of traditional Chinese medicine grain grinding device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162269A
3497,Chemistry/Chemical engineering,2024,A pair of roller crushing devices for paraformaldehyde production,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162276A
3498,Chemistry/Chemical engineering,2022,A shower head with anti-scaling and self-cleaning functions,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162300A
3499,Chemistry/Chemical engineering,2022,A high-precision paint voltage regulator,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162303A
3500,Chemistry/Chemical engineering,2024,A collaborative spraying system for spraying robots,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162306A
3501,Chemistry/Chemical engineering,2024,A simple tool for whitening forest trees,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162310A
3502,Mechanical engineering/Other special machines,2024,A simple tool for whitening forest trees,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162310A
3503,Chemistry/Chemical engineering,2023,Oiling equipment and production equipment,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162312A
3504,Mechanical engineering/Machine tools,2023,Oiling equipment and production equipment,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162312A
3505,Chemistry/Chemical engineering,2024,A telescopic irrigation sprinkler head,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162318A
3506,Mechanical engineering/Other special machines,2024,A telescopic irrigation sprinkler head,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162318A
3507,Chemistry/Chemical engineering,2024,A spray device for oxygen-free metal coating,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162325A
3508,"Chemistry/Surface technology, coating",2024,A spray device for oxygen-free metal coating,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162325A
3509,"Chemistry/Surface technology, coating",2024,An automatic glue application device for sandwich panel production,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162327A
3510,"Chemistry/Surface technology, coating",2024,A gluing device for hollow plastic plate processing,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162331A
3511,"Chemistry/Surface technology, coating",2024,A kind of robot for caulking inside drainage pipes,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162337A
3512,Mechanical engineering/Handling,2024,A kind of robot for caulking inside drainage pipes,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162337A
3513,"Chemistry/Surface technology, coating",2024,An automatic glue filling system for PE hoses used in water supply pipeline repair,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162338A
3514,"Chemistry/Surface technology, coating",2024,A metal wire surface coating device that facilitates temperature monitoring,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162340A
3515,Instruments/Measurement,2024,A metal wire surface coating device that facilitates temperature monitoring,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162340A
3516,Chemistry/Chemical engineering,2024,Asphalt particle screening equipment,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162351A
3517,Chemistry/Chemical engineering,2024,A self-cleaning mechanism for a rotary vibrating screen mesh and a rotary vibrating screen having the same,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162352A
3518,Chemistry/Chemical engineering,2024,A sand and gravel screening device for municipal construction,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162353A
3519,Chemistry/Chemical engineering,2024,An elevator nylon wheel failure runout detection device and its detection method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162375A
3520,Instruments/Measurement,2024,An elevator nylon wheel failure runout detection device and its detection method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162375A
3521,Mechanical engineering/Mechanical elements,2024,An elevator nylon wheel failure runout detection device and its detection method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162375A
3522,Chemistry/Chemical engineering,2023,An intelligent sensor automatic cleaning device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162385A
3523,Chemistry/Chemical engineering,2024,A wheel hub cleaning device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162389A
3524,Chemistry/Chemical engineering,2024,Solar photovoltaic panel cleaning device and cleaning method thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162393A
3525,Chemistry/Chemical engineering,2024,A sand washing machine for construction engineering,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162396A
